timestamp_ms,ax_g,ay_g,az_g
6154,0.772,0.047,0.596
6164,0.806,0.082,0.569
6174,0.895,0.135,0.552
6184,0.95,0.155,0.43
6194,0.958,0.156,0.426
6204,0.936,0.183,0.487
6214,0.86,0.165,0.484
6224,0.811,0.128,0.51
6234,0.809,0.123,0.582
6244,0.83,0.153,0.596
6254,0.878,0.218,0.561
6264,0.875,0.205,0.454
6274,0.866,0.144,0.496
6284,0.841,0.113,0.548
6294,0.813,0.072,0.539
6304,0.86,0.095,0.627
6314,0.929,0.184,0.692
6324,0.967,0.292,0.59
6334,0.932,0.312,0.429
6344,0.853,0.251,0.423
6354,0.781,0.173,0.532
6364,0.749,0.123,0.589
6374,0.811,0.143,0.634
6384,0.919,0.234,0.682
6394,0.953,0.295,0.583
6404,0.928,0.295,0.464
6414,0.83,0.201,0.375
6424,0.752,0.11,0.516
6434,0.751,0.154,0.731
6444,0.798,0.263,0.762
6454,0.911,0.39,0.741
6464,0.979,0.448,0.647
6474,0.904,0.354,0.39
6484,0.788,0.192,0.294
6497,0.754,0.188,0.546
6507,0.735,0.274,0.708
6517,0.729,0.349,0.599
6527,0.726,0.376,0.493
6537,0.682,0.313,0.451
6547,0.67,0.262,0.553
6557,0.716,0.306,0.709
6567,0.775,0.385,0.731
6577,0.823,0.409,0.618
6587,0.834,0.337,0.569
6597,0.831,0.333,0.61
6607,0.795,0.352,0.603
6617,0.766,0.4,0.635
6627,0.719,0.391,0.592
6637,0.688,0.36,0.582
6647,0.706,0.399,0.67
6657,0.715,0.423,0.628
6667,0.722,0.411,0.569
6677,0.698,0.378,0.503
6687,0.672,0.326,0.499
6697,0.699,0.387,0.598
6707,0.693,0.472,0.612
6717,0.668,0.527,0.595
6727,0.671,0.588,0.613
6737,0.653,0.574,0.515
6747,0.648,0.517,0.502
6757,0.691,0.533,0.586
6767,0.715,0.564,0.599
6777,0.732,0.593,0.611
6787,0.717,0.56,0.544
6797,0.687,0.479,0.484
6807,0.671,0.474,0.483
6817,0.614,0.45,0.444
6827,0.575,0.477,0.502
6837,0.569,0.579,0.583
6847,0.579,0.679,0.575
6857,0.595,0.728,0.535
6867,0.583,0.682,0.442
6877,0.601,0.656,0.486
6887,0.628,0.692,0.576
6897,0.601,0.707,0.562
6907,0.552,0.711,0.557
6917,0.525,0.707,0.551
6927,0.511,0.705,0.566
6937,0.519,0.733,0.545
6947,0.515,0.72,0.457
6957,0.531,0.687,0.497
6967,0.565,0.69,0.588
6977,0.548,0.646,0.555
6987,0.537,0.582,0.555
6997,0.555,0.565,0.613
7007,0.549,0.613,0.631
7017,0.517,0.672,0.595
7027,0.486,0.726,0.543
7037,0.441,0.772,0.48
7047,0.396,0.802,0.479
7057,0.362,0.843,0.474
7067,0.362,0.841,0.469
7077,0.409,0.813,0.477
7087,0.47,0.782,0.51
7097,0.536,0.768,0.569
7107,0.571,0.776,0.551
7117,0.581,0.797,0.516
7127,0.572,0.817,0.488
7137,0.513,0.817,0.385
7147,0.456,0.775,0.316
7157,0.441,0.787,0.308
7167,0.449,0.859,0.315
7177,0.473,0.939,0.339
7187,0.498,0.989,0.344
7197,0.511,0.992,0.335
7207,0.491,0.934,0.271
7217,0.46,0.811,0.221
7227,0.478,0.757,0.251
7237,0.498,0.789,0.23
7247,0.52,0.835,0.185
7257,0.56,0.877,0.181
7267,0.592,0.879,0.162
7277,0.61,0.856,0.156
7287,0.629,0.841,0.184
7297,0.642,0.806,0.217
7307,0.647,0.775,0.23
7317,0.64,0.75,0.224
7327,0.612,0.723,0.175
7337,0.574,0.751,0.113
7347,0.54,0.802,0.081
7357,0.525,0.872,0.074
7367,0.517,0.919,0.07
7377,0.525,0.922,0.081
7387,0.557,0.844,0.091
7397,0.559,0.844,0.091
7407,0.612,0.741,0.08
7417,0.659,0.684,0.03
7427,0.692,0.639,-0.013
7437,0.7,0.666,-0.033
7447,0.668,0.763,-0.05
7457,0.601,0.885,-0.065
7467,0.522,1.004,-0.099
7477,0.45,1.09,-0.107
7487,0.418,1.121,-0.063
7497,0.431,1.073,0.038
7507,0.485,0.958,0.123
7517,0.571,0.855,0.146
7527,0.668,0.805,0.094
7537,0.72,0.754,-0.019
7547,0.743,0.73,-0.074
7557,0.744,0.798,-0.026
7567,0.682,0.888,0.046
7577,0.601,0.993,0.091
7587,0.543,1.092,0.144
7597,0.501,1.1,0.153
7607,0.486,1.028,0.15
7617,0.498,0.961,0.165
7627,0.508,0.903,0.192
7637,0.496,0.815,0.142
7647,0.518,0.765,0.142
7657,0.542,0.792,0.176
7667,0.547,0.845,0.183
7677,0.554,0.895,0.192
7687,0.553,0.932,0.194
7697,0.541,0.932,0.189
7707,0.528,0.897,0.182
7717,0.505,0.843,0.22
7727,0.498,0.766,0.284
7737,0.507,0.68,0.378
7747,0.531,0.608,0.412
7757,0.545,0.593,0.401
7767,0.545,0.611,0.406
7777,0.544,0.635,0.409
7787,0.524,0.622,0.421
7797,0.49,0.617,0.383
7807,0.459,0.608,0.368
7817,0.457,0.615,0.376
7827,0.452,0.653,0.37
7837,0.407,0.736,0.362
7847,0.353,0.839,0.32
7857,0.355,0.946,0.277
7867,0.385,0.984,0.291
7877,0.4,0.932,0.371
7887,0.396,0.841,0.446
7897,0.388,0.751,0.445
7907,0.38,0.685,0.372
7917,0.359,0.639,0.308
7927,0.335,0.599,0.3
7937,0.348,0.576,0.316
7947,0.4,0.599,0.344
7957,0.453,0.682,0.357
7967,0.479,0.777,0.353
7977,0.467,0.841,0.319
7987,0.419,0.84,0.282
7997,0.375,0.808,0.278
8007,0.345,0.77,0.28
8017,0.33,0.764,0.29
8027,0.336,0.816,0.332
8037,0.356,0.891,0.394
8047,0.374,0.942,0.435
8057,0.371,0.961,0.442
8067,0.345,0.952,0.448
8077,0.283,0.926,0.404
8087,0.188,0.858,0.286
8097,0.09,0.771,0.203
8107,0.04,0.718,0.248
8117,0.04,0.729,0.371
8127,0.094,0.753,0.446
8137,0.178,0.76,0.505
8147,0.263,0.796,0.534
8157,0.316,0.824,0.502
8167,0.304,0.837,0.395
8177,0.278,0.836,0.333
8187,0.284,0.79,0.329
8197,0.313,0.726,0.375
8207,0.387,0.716,0.443
8217,0.496,0.772,0.522
8227,0.616,0.881,0.612
8237,0.727,1.032,0.675
8247,0.814,1.18,0.683
8257,0.825,1.225,0.627
8267,0.788,1.107,0.532
8277,0.733,0.903,0.461
8287,0.688,0.682,0.41
8297,0.678,0.526,0.397
8307,0.725,0.536,0.462
8317,0.801,0.73,0.538
8327,0.836,0.984,0.535
8337,0.839,1.221,0.457
8347,0.839,1.221,0.457
8357,0.804,1.338,0.433
8367,0.72,1.322,0.498
8377,0.632,1.23,0.632
8387,0.61,1.14,0.817
8397,0.633,1.066,1.014
8407,0.73,1.006,1.24
8417,0.831,0.983,1.395
8427,0.83,0.934,1.375
8437,0.735,0.907,1.256
8447,0.597,0.907,1.106
8457,0.453,0.908,0.933
8467,0.357,0.89,0.766
8477,0.343,0.849,0.691
8487,0.422,0.804,0.691
8497,0.543,0.749,0.691
8507,0.665,0.689,0.67
8517,0.775,0.62,0.621
8527,0.874,0.556,0.578
8537,0.956,0.525,0.563
8547,1.02,0.528,0.573
8557,1.042,0.542,0.561
8567,1.008,0.534,0.517
8577,0.974,0.513,0.491
8587,0.94,0.5,0.484
8597,0.9,0.493,0.457
8607,0.849,0.487,0.425
8617,0.806,0.478,0.37
8627,0.773,0.456,0.298
8637,0.768,0.432,0.234
8647,0.782,0.411,0.198
8657,0.813,0.404,0.191
8667,0.851,0.415,0.191
8677,0.88,0.43,0.181
8687,0.89,0.449,0.166
8697,0.885,0.469,0.139
8707,0.871,0.487,0.113
8717,0.859,0.506,0.094
8727,0.848,0.526,0.079
8737,0.827,0.555,0.068
8747,0.816,0.572,0.068
8757,0.823,0.584,0.083
8767,0.843,0.602,0.111
8777,0.872,0.617,0.124
8787,0.9,0.629,0.13
8797,0.922,0.642,0.142
8807,0.943,0.652,0.176
8817,0.963,0.673,0.215
8827,0.976,0.712,0.255
8837,0.983,0.774,0.297
8847,0.998,0.852,0.36
8857,1.008,0.902,0.413
8867,1.005,0.894,0.436
8877,1.012,0.853,0.445
8887,1.022,0.817,0.463
8897,1.02,0.791,0.479
8907,0.987,0.765,0.481
8917,0.937,0.746,0.492
8927,0.888,0.734,0.505
8937,0.854,0.723,0.536
8947,0.837,0.71,0.567
8957,0.831,0.685,0.581
8967,0.818,0.652,0.567
8977,0.806,0.614,0.553
8987,0.793,0.584,0.527
8997,0.788,0.553,0.502
9007,0.786,0.526,0.492
9017,0.799,0.493,0.497
9027,0.816,0.453,0.506
9037,0.838,0.415,0.504
9047,0.849,0.378,0.494
9057,0.859,0.348,0.491
9067,0.863,0.328,0.47
9077,0.866,0.311,0.444
9087,0.875,0.283,0.41
9097,0.886,0.25,0.386
9107,0.902,0.214,0.367
9117,0.93,0.191,0.36
9127,0.956,0.175,0.354
9137,0.979,0.168,0.351
9147,0.99,0.161,0.324
9157,0.995,0.165,0.297
9167,1.002,0.178,0.267
9177,1.01,0.192,0.239
9187,1.022,0.206,0.216
9197,1.028,0.217,0.196
9207,1.03,0.235,0.189
9217,1.035,0.255,0.176
9227,1.031,0.281,0.157
9237,1.027,0.306,0.138
9247,1.032,0.33,0.128
9257,1.034,0.356,0.119
9267,1.032,0.386,0.103
9277,1.019,0.402,0.08
9287,1.004,0.42,0.068
9297,0.99,0.42,0.07
9307,0.99,0.42,0.07
9317,0.978,0.411,0.072
9327,0.964,0.393,0.068
9337,0.946,0.39,0.053
9347,0.937,0.398,0.078
9357,0.923,0.405,0.104
9367,0.908,0.401,0.108
9377,0.898,0.408,0.119
9387,0.892,0.422,0.115
9397,0.896,0.448,0.115
9407,0.897,0.484,0.129
9417,0.895,0.524,0.147
9427,0.894,0.563,0.162
9437,0.889,0.597,0.166
9447,0.889,0.632,0.174
9457,0.887,0.666,0.196
9467,0.875,0.688,0.207
9477,0.853,0.684,0.22
9487,0.835,0.664,0.247
9497,0.813,0.638,0.271
9507,0.79,0.623,0.293
9517,0.769,0.624,0.327
9527,0.75,0.619,0.353
9537,0.736,0.622,0.364
9547,0.731,0.615,0.36
9557,0.733,0.618,0.356
9567,0.751,0.633,0.37
9577,0.779,0.644,0.395
9587,0.807,0.648,0.407
9597,0.818,0.648,0.418
9607,0.822,0.646,0.444
9617,0.806,0.648,0.462
9627,0.783,0.651,0.471
9637,0.749,0.649,0.479
9647,0.716,0.64,0.485
9657,0.696,0.631,0.498
9667,0.691,0.626,0.512
9677,0.697,0.62,0.523
9687,0.711,0.624,0.532
9697,0.741,0.623,0.542
9707,0.758,0.625,0.544
9717,0.763,0.632,0.542
9727,0.758,0.65,0.552
9737,0.743,0.66,0.562
9747,0.726,0.677,0.56
9757,0.711,0.687,0.545
9767,0.71,0.697,0.523
9777,0.721,0.701,0.509
9787,0.739,0.694,0.5
9797,0.744,0.677,0.502
9807,0.731,0.659,0.498
9817,0.712,0.644,0.504
9827,0.686,0.635,0.516
9837,0.658,0.635,0.522
9847,0.631,0.635,0.516
9857,0.611,0.641,0.506
9867,0.594,0.648,0.498
9877,0.571,0.653,0.482
9887,0.544,0.66,0.467
9897,0.518,0.664,0.456
9907,0.487,0.667,0.463
9917,0.458,0.669,0.489
9927,0.437,0.671,0.515
9937,0.43,0.679,0.518
9947,0.435,0.689,0.5
9957,0.446,0.705,0.478
9967,0.452,0.713,0.451
9977,0.44,0.722,0.431
9987,0.423,0.736,0.413
9997,0.401,0.761,0.409
10007,0.376,0.785,0.416
10017,0.358,0.803,0.411
10027,0.348,0.813,0.409
10037,0.353,0.822,0.416
10047,0.356,0.814,0.401
10057,0.358,0.813,0.377
10067,0.365,0.819,0.369
10077,0.385,0.833,0.385
10087,0.402,0.84,0.401
10097,0.412,0.844,0.41
10107,0.41,0.852,0.414
10117,0.401,0.865,0.4
10127,0.383,0.873,0.377
10137,0.368,0.885,0.382
10147,0.362,0.896,0.401
10157,0.367,0.916,0.427
10167,0.377,0.938,0.451
10177,0.387,0.954,0.457
10187,0.392,0.951,0.445
10197,0.381,0.928,0.423
