timestamp_ms,ax_g,ay_g,az_g
8953,1.489,-0.042,0.508
8963,1.491,0.023,0.494
8973,1.456,0.091,0.478
8983,1.398,0.155,0.443
8993,1.33,0.204,0.406
9003,1.28,0.246,0.387
9013,1.254,0.291,0.39
9023,1.261,0.342,0.4
9033,1.268,0.376,0.406
9043,1.259,0.401,0.408
9053,1.231,0.403,0.42
9063,1.197,0.385,0.437
9073,1.169,0.359,0.472
9083,1.147,0.321,0.507
9093,1.136,0.271,0.544
9103,1.129,0.209,0.594
9113,1.123,0.142,0.648
9123,1.115,0.096,0.697
9133,1.113,0.084,0.743
9143,1.119,0.093,0.76
9153,1.131,0.097,0.76
9163,1.161,0.097,0.803
9173,1.178,0.091,0.88
9183,1.179,0.074,0.961
9193,1.147,0.065,1.002
9203,1.097,0.066,1.008
9213,1.038,0.077,0.981
9223,0.977,0.101,0.962
9233,0.935,0.13,0.973
9243,0.906,0.163,0.984
9253,0.882,0.187,0.997
9263,0.885,0.21,1.017
9273,0.892,0.238,1.021
9283,0.865,0.255,0.982
9293,0.811,0.259,0.925
9303,0.742,0.253,0.871
9313,0.672,0.234,0.837
9323,0.614,0.202,0.845
9333,0.559,0.181,0.865
9343,0.504,0.175,0.864
9353,0.455,0.162,0.852
9363,0.426,0.159,0.829
9373,0.399,0.152,0.782
9383,0.374,0.148,0.734
9393,0.343,0.136,0.688
9403,0.305,0.114,0.652
9413,0.255,0.076,0.638
9423,0.199,0.04,0.635
9433,0.132,0.005,0.618
9443,0.06,-0.028,0.589
9453,0.06,-0.028,0.525
9463,-0.027,-0.059,0.525
9473,-0.121,-0.094,0.455
9483,-0.191,-0.127,0.388
9493,-0.225,-0.154,0.359
9503,-0.24,-0.17,0.345
9513,-0.239,-0.182,0.333
9523,-0.232,-0.172,0.346
9533,-0.24,-0.163,0.341
9543,-0.277,-0.154,0.322
9553,-0.332,-0.155,0.287
9563,-0.385,-0.158,0.27
9573,-0.419,-0.168,0.262
9583,-0.444,-0.185,0.258
9593,-0.458,-0.205,0.258
9603,-0.469,-0.228,0.262
9613,-0.481,-0.256,0.241
9623,-0.502,-0.284,0.236
9633,-0.511,-0.306,0.256
9643,-0.509,-0.319,0.281
9653,-0.486,-0.328,0.318
9663,-0.457,-0.325,0.337
9673,-0.44,-0.322,0.372
9683,-0.429,-0.316,0.422
9693,-0.418,-0.31,0.472
9703,-0.404,-0.315,0.509
9713,-0.384,-0.327,0.528
9723,-0.362,-0.339,0.51
9733,-0.338,-0.336,0.494
9743,-0.326,-0.322,0.491
9753,-0.317,-0.3,0.515
9763,-0.298,-0.277,0.57
9773,-0.263,-0.263,0.65
9783,-0.197,-0.256,0.709
9793,-0.123,-0.267,0.748
9803,-0.064,-0.293,0.751
9813,-0.034,-0.316,0.728
